"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4112247";"";"None";"556.02";"1";"4.21";"BDBM200331";"CCOC(=O)O[C@H](C)OC(=O)c1c(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)cnn1C";"IC50";"'='";"10700.0";"nM";"4.97";"";"356392";"UO_0000065";"8.94";"0.17";"0.76";"3.98";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10700.0"
"CHEMBL4109932";"";"None";"517.01";"1";"2.22";"BDBM200343";"Cn1ncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)c1C(=O)NS(C)(=O)=O";"IC50";"'>'";"20000.0";"nM";"";"";"356401";"UO_0000065";"";"";"";"";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"20000.0"
"CHEMBL4106546";"";"None";"587.69";"2";"4.17";"BDBM200350";"CCOC(=O)OC(C(C)C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1";"IC50";"'>'";"20000.0";"nM";"";"";"356409";"UO_0000065";"";"";"";"";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"20000.0"
"CHEMBL4110896";"";"None";"571.69";"2";"3.95";"BDBM200364";"CCC(=O)OC(C(C)C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1";"IC50";"'>'";"20000.0";"nM";"";"";"356422";"UO_0000065";"";"";"";"";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"20000.0"
"CHEMBL4108330";"";"None";"433.51";"0";"2.98";"BDBM200328";"COC(=O)c1c(-c2ccc(C(=O)N(c3ncccc3C)[C@@H]3CCCNC3)cc2)cnn1C";"IC50";"'='";"2300.0";"nM";"5.64";"";"356389";"UO_0000065";"13.01";"0.24";"2.66";"6.31";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"2300.0"
"CHEMBL4106481";"";"None";"443.52";"0";"2.37";"BDBM200333";"Cc1cccnc1N(C(=O)c1ccc(-c2cnn(C)c2-c2nn[nH]n2)cc1)[C@@H]1CCCNC1";"IC50";"'>'";"20000.0";"nM";"";"";"356394";"UO_0000065";"";"";"";"";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"20000.0"
"CHEMBL5280651";"";"None";"1454.83";"None";"None";"38";"CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1(N)CCC(c2ccccc2)CC1)C(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"4.71";"None";"None";"None";"0";"CHEMBL5236432";"Inhibition of human PCSK9 preincubated for 30 mins followed by ab20 addition and measured after 2 hrs by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233285";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.5 hr";"INHIBITOR";"";"0.14"
"CHEMBL4227325";"";"None";"1902.30";"None";"None";"37";"CC[C@H](C)[C@H](NC(=O)[C@H](CCCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCSC)C(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O";"IC50";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"2.67";"None";"None";"None";"1";"CHEMBL5236433";"Inhibition of human PCSK9 preincubated for 30 mins followed by EGF(A) addition and measured after 2 hrs by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233285";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.5 hr";"INHIBITOR";"";"8.3"
"CHEMBL5742402";"";"None";"420.51";"0";"3.18";"BDBM425990";"Cc1cc(C2=NOC(C)(C)C2=O)ccc1C(=O)N(c1ncccc1C)[C@@H]1CCCNC1";"IC50";"'<'";"10000.0";"nM";"";"";"858668";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5996977";"";"None";"434.50";"0";"2.59";"BDBM425993";"CC1(C)ON=C(c2ccc(C(=O)N(c3nccc4c3COC4)[C@@H]3CCCNC3)cc2)C1=O";"IC50";"'<'";"10000.0";"nM";"";"";"858671";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5967643";"";"None";"466.58";"0";"3.33";"BDBM425996";"COCCO[C@H]1C(c2ccc(C(=O)N(c3ncccc3C)[C@@H]3CCCNC3)cc2)=NOC1(C)C";"IC50";"'<'";"10000.0";"nM";"";"";"858674";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5838171";"";"None";"469.55";"0";"3.62";"BDBM426004";"CC1(C)ON=C(c2ccc(C(=O)N(c3ncccc3-c3ccncc3)[C@@H]3CCCNC3)cc2)C1=O";"IC50";"'<'";"10000.0";"nM";"";"";"858682";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5875352";"";"None";"420.51";"0";"3.18";"BDBM425991";"Cc1cc(C(=O)N(c2ncccc2C)[C@@H]2CCCNC2)ccc1C1=NOC(C)(C)C1=O";"IC50";"'<'";"10000.0";"nM";"";"";"858669";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL4462933";"";"None";"428.56";"1";"5.58";"10";"Cc1ccc(S(=O)(=O)n2c(Cc3cn(C)c4ccccc34)c(C)c3ccccc32)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"13.59";"0.26";"0.24";"13.24";"0";"CHEMBL4434276";"Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433247";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";"";"";"1.5"
"CHEMBL4110287";"";"None";"571.69";"2";"3.95";"BDBM200368";"CCC(OC(=O)C(C)C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1";"IC50";"'='";"10700.0";"nM";"4.97";"";"356471";"UO_0000065";"8.69";"0.16";"1.02";"3.74";"0";"CHEMBL3887821";"Cell Free Assay: In order to eliminate the permeability barrier inherent to the WT7 and SCHH cell-based assays a cell-free system was also established to access compound activity. A sequence containing the full length human PCSK9 (NCBI reference identifier, NM-174936.3, where coding sequence start annotated at position 363) along with 84 additional 3â¿² nucleotides, comprising a V5 tag and polylinkinker followed by an in frame modified firefly luciferase reporter (corresponding to nucleotide positions 283-1929 of pGL3, Gen Bank reference identifier JN542721.1) was cloned into the pT7CFE1 expression vector (ThermoScientific). The construct was then in-vitro transcribed using the MEGAscript T7 Kit (Life Technologies) and RNA subsequently purified incorporating the MEGAclear Kit (Life Technologies) according to manufacturer's protocols. HeLa cell lysates were prepared following the protocols described by Mikami (reference is Cell-Free Protein Synthesis Systems with Extracts from Cultured Human Cells, S. Mikami, T. Kobayashi and H. Imataka; from Methods in Molecular Biology, vol. 607, pages 43-52, Y. Endo et al. (eds.), Humana Press, 2010) with the following modifications.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3308376";"";"";"";"10700.0"
"CHEMBL4107559";"";"None";"448.92";"0";"2.97";"BDBM200324";"Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)nc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"356385";"UO_0000065";"12.80";"0.25";"2.77";"5.65";"0";"CHEMBL3887820";"AlphaLISA Assay: An in-vitro AlphaLISA assay (Perkin Elmer) was developed in order to quantitate the level of PCSK9 secreted into the cell culture media following compound treatment. To detect and measure PCSK9 protein an in-house generated anti-PCSK9 antibody was coupled to AlphaLISA acceptor beads by an external vendor (PerkinElmer) and a second internally developed anti-PCSK9 antibody with an epiptope distinct from that of the acceptor beads was biotinylated in house. Streptavidin coated-donor beads (Perkin Elmer) are also included in the assay mixture which then binds the biotinylated anti-PCSK9 antibody and in the presence of PCSK9 this donor complex and acceptor beads are brought into close proximity. Upon excitation of the donor beads at 680 nm singlet oxygen molecules are released that trigger an energy transfer cascade within the acceptor beads resolving as a single peak of light emitted at 615 nm. The ability of compound to modulate PCSK9 protein levels in conditioned media by AlphaLISA was assessed in the human hepatocellular carcinoma cell line Huh7, stably over-expressing human PCSK9.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"1800.0"
