"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5408894";"";"None";"510.00";"1";"4.66";"30";"O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@H]1CNC[C@H](c2ccccc2)C1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5365867";"Inhibition of full length human PCSK9 expressed in human Huh-7 cells by ELISA analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5365408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"";"";"20.0"
"CHEMBL5400549";"";"None";"447.93";"0";"3.57";"6";"Cc1ccnc(N(C(=O)c2ccc(-n3nnc4cccnc43)cc2)[C@@H]2CCCNC2)c1Cl";"IC50";"'='";"1090.0";"nM";"5.96";"";"";"UO_0000065";"13.31";"0.25";"2.39";"6.71";"0";"CHEMBL5365867";"Inhibition of full length human PCSK9 expressed in human Huh-7 cells by ELISA analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5365408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"INHIBITOR";"";"1.09"
"CHEMBL4108765";"";"None";"543.63";"2";"3.31";"BDBM200360";"CCC(=O)OC(C)n1nnc(-c2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3)cnn2C)n1";"IC50";"'='";"4390.0";"nM";"5.36";"";"356463";"UO_0000065";"9.86";"0.18";"2.05";"4.03";"0";"CHEMBL3887821";"Cell Free Assay: In order to eliminate the permeability barrier inherent to the WT7 and SCHH cell-based assays a cell-free system was also established to access compound activity. A sequence containing the full length human PCSK9 (NCBI reference identifier, NM-174936.3, where coding sequence start annotated at position 363) along with 84 additional 3â¿² nucleotides, comprising a V5 tag and polylinkinker followed by an in frame modified firefly luciferase reporter (corresponding to nucleotide positions 283-1929 of pGL3, Gen Bank reference identifier JN542721.1) was cloned into the pT7CFE1 expression vector (ThermoScientific). The construct was then in-vitro transcribed using the MEGAscript T7 Kit (Life Technologies) and RNA subsequently purified incorporating the MEGAclear Kit (Life Technologies) according to manufacturer's protocols. HeLa cell lysates were prepared following the protocols described by Mikami (reference is Cell-Free Protein Synthesis Systems with Extracts from Cultured Human Cells, S. Mikami, T. Kobayashi and H. Imataka; from Methods in Molecular Biology, vol. 607, pages 43-52, Y. Endo et al. (eds.), Humana Press, 2010) with the following modifications.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3308376";"";"";"";"4390.0"
"CHEMBL4127311";"";"None";"436.95";"0";"3.66";"5";"CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"12.64";"0.24";"1.86";"7.44";"0";"CHEMBL5036230";"Inhibition of PCSK9 translation in human THP-1 cells by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5034046";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"3.0"
"CHEMBL4130157";"";"None";"448.53";"0";"4.34";"10";"O=C(c1ccc(-c2cnn3cccnc23)cc1)N(c1nccc2ccccc12)[C@@H]1CCCNC1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"13.12";"0.24";"1.55";"7.80";"0";"CHEMBL5036230";"Inhibition of PCSK9 translation in human THP-1 cells by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5034046";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"1.3"
"CHEMBL6024088";"";"None";"420.51";"0";"3.18";"BDBM425985";"Cc1cnc(N(C(=O)c2ccc(C3=NOC(C)(C)C3=O)cc2)[C@@H]2CCCNC2)c(C)c1";"IC50";"'<'";"10000.0";"nM";"";"";"858663";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL4128250";"";"None";"389.50";"0";"3.96";"1; R-IMPP, PF-00932239";"COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"13.66";"0.25";"1.36";"9.77";"0";"CHEMBL4383959";"Inhibition of human recombinant full length ProLabel-tagged PCSK9 expressed in CHO-K1 cells incubated overnight and measured after 3 days by HTS assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382228";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307512";"";"";"";"4.8"
"CHEMBL4128250";"";"None";"389.50";"0";"3.96";"1; R-IMPP, PF-00932239";"COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1";"IC50";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4383956";"Inhibition of human recombinant full length ProLabel-tagged PCSK9 expressed in CHO-K1 cells incubated overnight and measured after 3 days by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382228";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307512";"";"";"";"10.0"
"CHEMBL4107804";"";"None";"412.50";"0";"3.50";"2";"Cc1cccnc1N(C(=O)c1ccc(-c2cnn3cccnc23)cc1)[C@@H]1CCCNC1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"13.72";"0.25";"2.16";"7.50";"0";"CHEMBL5036230";"Inhibition of PCSK9 translation in human THP-1 cells by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5034046";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"2.2"
"CHEMBL4127458";"";"None";"407.90";"0";"3.90";"6";"Cc1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"13.61";"0.26";"1.65";"7.82";"0";"CHEMBL5036230";"Inhibition of PCSK9 translation in human THP-1 cells by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5034046";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"2.8"
"CHEMBL4114159";"";"None";"447.93";"0";"3.57";"9";"Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)cc1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"13.64";"0.26";"2.54";"6.88";"1";"CHEMBL5036230";"Inhibition of PCSK9 translation in human THP-1 cells by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5034046";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"INHIBITOR";"";"0.78"
"CHEMBL4107141";"";"None";"557.66";"2";"3.56";"BDBM200366";"Cc1cccnc1N(C(=O)c1ccc(-c2cnn(C)c2-c2nnn(C(C)OC(=O)C(C)C)n2)cc1)[C@@H]1CCCNC1";"IC50";"'='";"3560.0";"nM";"5.45";"";"356470";"UO_0000065";"9.77";"0.18";"1.89";"4.10";"0";"CHEMBL3887821";"Cell Free Assay: In order to eliminate the permeability barrier inherent to the WT7 and SCHH cell-based assays a cell-free system was also established to access compound activity. A sequence containing the full length human PCSK9 (NCBI reference identifier, NM-174936.3, where coding sequence start annotated at position 363) along with 84 additional 3â¿² nucleotides, comprising a V5 tag and polylinkinker followed by an in frame modified firefly luciferase reporter (corresponding to nucleotide positions 283-1929 of pGL3, Gen Bank reference identifier JN542721.1) was cloned into the pT7CFE1 expression vector (ThermoScientific). The construct was then in-vitro transcribed using the MEGAscript T7 Kit (Life Technologies) and RNA subsequently purified incorporating the MEGAclear Kit (Life Technologies) according to manufacturer's protocols. HeLa cell lysates were prepared following the protocols described by Mikami (reference is Cell-Free Protein Synthesis Systems with Extracts from Cultured Human Cells, S. Mikami, T. Kobayashi and H. Imataka; from Methods in Molecular Biology, vol. 607, pages 43-52, Y. Endo et al. (eds.), Humana Press, 2010) with the following modifications.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886461";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3308376";"";"";"";"3560.0"
"CHEMBL5773863";"";"None";"435.53";"0";"3.30";"BDBM426007";"CO/N=C1/C(c2ccc(C(=O)N(c3ncccc3C)[C@@H]3CCCNC3)cc2)=NOC1(C)C";"IC50";"'<'";"10000.0";"nM";"";"";"858685";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5806515";"";"None";"442.52";"0";"3.72";"BDBM426009";"CC1(C)ON=C(c2ccc(C(=O)N(c3nccc4ccccc34)[C@@H]3CCCNC3)cc2)C1=O";"IC50";"'<'";"10000.0";"nM";"";"";"858687";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL4584571";"";"None";"394.52";"1";"5.71";"17";"Cn1cccc1-c1ccc(-c2ccc(-c3ccc(-c4ccccc4)n3C)n2C)n1C";"IC50";"'='";"11200.0";"nM";"4.95";"";"";"UO_0000065";"12.55";"0.23";"-0.76";"25.11";"0";"CHEMBL4383962";"Inhibition of wild type His-tagged PCSK9 (unknown origin) binding to recombinant LDLR-AB domain (unknown origin) after 2 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382228";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"11.2"
"CHEMBL4528279";"";"None";"456.61";"1";"6.39";"11";"Cc1ccc(S(=O)(=O)n2c(Cc3cn(C)c4ccccc34)c(C(C)C)c3ccccc32)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"13.05";"0.25";"-0.43";"13.54";"0";"CHEMBL4434276";"Inhibition of human PCSK9 in HepG2 cells incubated for 48 hrs by AlphaLISA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4433247";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307718";"";"";"";"1.1"
"CHEMBL5881940";"";"None";"442.95";"0";"3.66";"BDBM425978";"COC1C(c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)=NOC1(C)C";"IC50";"'<'";"10000.0";"nM";"";"";"858656";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5394025";"";"None";"414.47";"0";"2.31";"9";"Cc1nccnc1N(C(=O)c1ccc(-n2nnc3cccnc32)cc1)[C@@H]1CCCNC1";"IC50";"'='";"1840.0";"nM";"5.74";"";"";"UO_0000065";"13.84";"0.25";"3.43";"5.64";"0";"CHEMBL5365867";"Inhibition of full length human PCSK9 expressed in human Huh-7 cells by ELISA analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5365408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"INHIBITOR";"";"1.84"
"CHEMBL5406574";"";"None";"365.34";"0";"0.16";"5n";"Cn1c(=O)c2c(nc(NCCO)n2Cc2ccc(F)cc2F)n(C)c1=O";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"12.55";"0.24";"4.43";"4.87";"0";"CHEMBL5333523";"Inhibition of PCSK9 transcriptional activity in human HepG2 cells stably expressing luciferase reporter plasmid containing PCSK9 promoter assessed as decrease in luciferase activity incubated for 24 hrs by Luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331095";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 24.0 hr";"INHIBITOR";"";"26.0"
"CHEMBL5435720";"";"None";"365.34";"0";"0.16";"5q";"Cn1c(=O)c2c(nc(NCCO)n2Cc2c(F)cccc2F)n(C)c1=O";"IC50";"'='";"17800.0";"nM";"4.75";"";"";"UO_0000065";"13.00";"0.25";"4.59";"5.05";"0";"CHEMBL5333523";"Inhibition of PCSK9 transcriptional activity in human HepG2 cells stably expressing luciferase reporter plasmid containing PCSK9 promoter assessed as decrease in luciferase activity incubated for 24 hrs by Luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331095";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 24.0 hr";"INHIBITOR";"";"17.8"
"CHEMBL5747183";"";"None";"406.49";"0";"2.87";"BDBM425977";"Cc1cccnc1N(C(=O)c1ccc(C2=NOC(C)(C)C2=O)cc1)[C@@H]1CCCNC1";"IC50";"'<'";"10000.0";"nM";"";"";"858655";"UO_0000065";"";"";"";"";"0";"CHEMBL5734738";"In Vitro Screening Experiment: 1. Reagent Preparation:1) Preparation of 1× AlphaLISA test buffer solution:2.5 ml of 10× AlphaLISA test buffer solution was added to 22.5 ml of Milli-Q water to produce the 1× AlphaLISA test buffer solution.2) Preparation of mixture (25 μg/mL/2.5 nM) of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9:50 μL of 5 mg/mL Alpha LISA Anti-PCSK9 Acceptor beads and 50 μL of 500 nM Biotinylated Antibody Anti-PCSK9 were added to 9,900 μL of 1× AlphaLISA test buffer solution.3) Preparation of 2× Streptavidin (SA) Donor beads (80 μg/mL):200 μL of 5 mg/mL SA-Donor beads was added to 12,300 μL of 1× AlphaLISA test buffer solution.2. Operation Steps:1) DMSO was added to the test compound to produce the 50 μM stock solution, which was then serially diluted into 10 concentrations by 3-fold, and placed in the 384-pore plate;2) PCSK9-Huh7 cells were added in the 384-pore plate, and the cell plate was cultured in the incubator for 20 h;3) 20 μL/pore mixture of 2.5× AlphaLISA Acceptor beads and Biotinylated Antibody Anti-PCSK9 was added, and incubated at 23° C. for 60 min.4) 25 μL/pore 2× Streptavidin (SA) Donor beads were added; and incubated for 30 min at 23° C. (kept in dark place).5) EnVision-Alpha Reader reading:Test condition: Total Measurement Time: 550 ms, Laser 680 nm Excitation Time: 180 ms, Mirror: D640as, Emission Filtered: M570w, Center Wavelength 570 nm, Bandwidth 100 nm, Transmittance 75%.3. Data Analysis:Date was analyzed with Prismsoftware (nonlinear regression (Sigmoidal dose-response-variable slope)Inhibition ratio %=100*(Sample reading−LC reading)/(HC reading−LC reading).";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727468";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5280306";"";"None";"3370.87";"None";"None";"35";"CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)[C@@H](C)O)C(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5236433";"Inhibition of human PCSK9 preincubated for 30 mins followed by EGF(A) addition and measured after 2 hrs by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2929";"Proprotein convertase subtilisin/kexin type 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233285";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.5 hr";"";"";"50.0"
