"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3903116";"";"None";"373.81";"0";"4.74";"BDBM238072";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(CO)CCC4)cc3F)cc12";"EC50";"'='";"17.51";"nM";"7.76";"";"415177";"UO_0000065";"20.75";"0.41";"3.02";"10.58";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"17.51"
"CHEMBL4643931";"";"None";"668.59";"2";"5.02";"14a";"COc1ccc(CN2CCN(C(=O)Nc3cccc(C(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)c3)CC2)cc1.Cl.Cl";"EC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"12.86";"0.24";"2.64";"11.20";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.022"
"CHEMBL4640384";"";"None";"1109.28";"2";"5.32";"24";"COc1ccc(CN2CCC(c3nc4cc(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)ccc4[nH]3)CC2)cn1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1";"EC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"11.88";"0.22";"1.72";"9.07";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.091"
"CHEMBL4643520";"";"None";"937.08";"2";"5.32";"28; ASP4132";"COc1ccc(CN2CCC(c3ccc4[nH]c(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)nc4c3)CC2)cn1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1";"EC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"13.07";"0.25";"2.42";"9.98";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.018"
"CHEMBL5196333";"";"None";"543.69";"1";"4.31";"22";"CC(C)(c1ccccc1)N1CCC(NC(=O)c2ccc(C(=O)N3CCN(Cc4ccc(F)cc4)CC3)cn2)CC1";"EC50";"'='";"2788.0";"nM";"5.55";"";"";"UO_0000065";"10.22";"0.19";"1.24";"8.08";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"2788.0"
"CHEMBL5184733";"";"None";"559.62";"1";"4.31";"39";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Oc5ccc(F)cc5F)CC4)nc3)CC2)cc1";"EC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"14.09";"0.26";"3.58";"8.00";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"13.0"
"CHEMBL3967075";"";"None";"357.79";"0";"3.45";"BDBM238010";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(CO)COC4)cc3)cc12";"EC50";"'='";"58.1";"nM";"7.24";"";"415111";"UO_0000065";"20.22";"0.40";"3.79";"8.77";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"58.1"
"CHEMBL3890545";"";"None";"332.74";"0";"2.95";"BDBM238033";"O=C(O)c1n[nH]c2cc(Cl)c(-c3ccc(OCCO)cc3)cc12";"EC50";"'='";"44.8";"nM";"7.35";"";"415134";"UO_0000065";"22.09";"0.44";"4.40";"7.70";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"44.8"
"CHEMBL3904166";"";"None";"370.84";"0";"4.39";"BDBM238041";"O=C(O)c1n[nH]c2cc(Cl)c(-c3ccc(C4(CO)CCCC4)cc3)cc12";"EC50";"'='";"17.2";"nM";"7.76";"";"415142";"UO_0000065";"20.94";"0.41";"3.37";"9.01";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"17.2"
"CHEMBL3950117";"";"None";"340.35";"0";"3.96";"BDBM238043";"O=C(O)c1n[nH]c2cc(F)c(-c3ccc(C4CCOCC4)cc3)cc12";"EC50";"'='";"304.8";"nM";"6.52";"";"415144";"UO_0000065";"19.14";"0.36";"2.56";"8.66";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"304.8"
"CHEMBL3949999";"";"None";"391.88";"0";"4.63";"BDBM238047";"O=S(=O)(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCOCC4)cc3)cc12";"EC50";"'='";"82.8";"nM";"7.08";"";"415148";"UO_0000065";"18.07";"0.37";"2.45";"8.92";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"82.8"
"CHEMBL3940126";"";"None";"355.82";"1";"5.08";"BDBM238049";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCOCC4)cc3)cc12";"EC50";"'='";"39.3";"nM";"7.41";"";"415150";"UO_0000065";"20.81";"0.40";"2.33";"11.88";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"39.3"
"CHEMBL4109075";"";"None";"357.36";"0";"4.23";"BDBM238052";"O=C(O)c1c[nH]c2cc(F)c(-c3ccc(C4(CO)CCC4)cc3)c(F)c12";"EC50";"'='";"9.3";"nM";"8.03";"";"415153";"UO_0000065";"22.47";"0.42";"3.80";"10.95";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"9.3"
"CHEMBL4112187";"";"None";"416.88";"0";"5.00";"BDBM238094";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(OCCCN4CC[C@@H](F)C4)cc3)cc12";"EC50";"'='";"57.7";"nM";"7.24";"";"415202";"UO_0000065";"17.36";"0.34";"2.24";"11.04";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"57.7"
"CHEMBL3922534";"";"None";"321.38";"0";"4.21";"BDBM237954";"Cc1cc2[nH]cc(C(=O)O)c2cc1-c1ccc(C2(O)CCC2)cc1";"EC50";"'='";"74.2";"nM";"7.13";"";"415055";"UO_0000065";"22.18";"0.41";"2.92";"9.72";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"74.2"
"CHEMBL3975968";"";"None";"370.84";"0";"4.32";"BDBM237965";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(OC[C@@H]4CCCN4)cc3)cc12";"EC50";"'='";"65.3";"nM";"7.18";"";"415066";"UO_0000065";"19.38";"0.38";"2.87";"9.66";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"65.3"
"CHEMBL3937304";"";"None";"373.79";"0";"3.41";"BDBM237979";"COc1cc(C2(O)COC2)ccc1-c1cc2c(C(=O)O)c[nH]c2cc1Cl";"EC50";"'='";"33.3";"nM";"7.48";"";"415080";"UO_0000065";"20.00";"0.39";"4.07";"8.15";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"33.3"
"CHEMBL3970578";"";"None";"354.84";"1";"5.63";"BDBM238024";"O=C(O)c1n[nH]c2cc(Cl)c(-c3ccc(C4CCCCC4)cc3)cc12";"EC50";"'='";"205.8";"nM";"6.69";"";"415125";"UO_0000065";"18.84";"0.37";"1.06";"10.13";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"205.8"
