"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3393137";"";"None";"565.67";"1";"4.09";"2, R419";"COc1ccc(C(=O)C2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"11.74";"0.22";"2.55";"5.74";"0";"CHEMBL3395078";"Activation of AMPK in human C2C12 cells using ACC as substrate after 2 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"C2C12";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3393052";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308003";"";"";"";"0.23"
"CHEMBL2153069";"";"None";"443.89";"1";"5.42";"page no 884 R16C2";"COc1cccc(-c2ccc(-c3cc4c(O)c(-n5cccn5)c(=O)[nH]c4cc3Cl)cc2)c1";"EC50";"'>'";"3162.28";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2154197";"Activation of recombinant human AMPK by FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL2150967";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";"";"";"5.5"
"CHEMBL5178852";"";"None";"553.66";"1";"4.04";"33";"COc1ccc(OC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)nc3)CC2)cc1";"EC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"14.37";"0.27";"3.92";"7.38";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"11.0"
"CHEMBL5203450";"";"None";"571.63";"1";"4.36";"34";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(F)cc5F)CC4)cn3)CC2)cc1";"EC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"13.24";"0.25";"3.21";"7.11";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"27.0"
"CHEMBL5184098";"";"None";"570.69";"1";"4.23";"43";"COc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(OC)cc5)CC4)nc3)CC2)cc1";"EC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"12.94";"0.24";"3.16";"7.31";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"41.0"
"CHEMBL5207987";"";"None";"609.77";"1";"4.82";"50";"COc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(N6CCCC6)cc5)CC4)nc3)CC2)cc1";"EC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"11.88";"0.22";"2.42";"7.62";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"57.0"
"CHEMBL5204428";"";"None";"554.63";"1";"3.08";"11";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCN(C(=O)c5ccc(F)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"413.0";"nM";"6.38";"";"";"UO_0000065";"11.51";"0.21";"3.30";"5.82";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"413.0"
"CHEMBL5170721";"";"None";"516.65";"1";"2.68";"13";"CC(C)(C)C(=O)N1CCN(C(=O)c2ccc(C(=O)NC3CCN(Cc4ccc(C#N)cc4)CC3)nc2)CC1";"EC50";"'='";"532.0";"nM";"6.27";"";"";"UO_0000065";"12.14";"0.23";"3.59";"5.72";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"532.0"
"CHEMBL5195423";"";"None";"572.69";"1";"2.49";"14";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCN(S(=O)(=O)c5ccccc5)CC4)cn3)CC2)cc1";"EC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"11.25";"0.21";"3.95";"5.09";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"360.0"
"CHEMBL5190618";"";"None";"590.68";"1";"2.63";"20";"N#Cc1ccc(S(=O)(=O)N2CCC(NC(=O)c3ccc(C(=O)N4CCN(Cc5ccc(F)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"804.0";"nM";"6.09";"";"";"UO_0000065";"10.32";"0.20";"3.46";"4.81";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"804.0"
"CHEMBL5177663";"";"None";"521.67";"1";"4.44";"28";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Cc5ccccc5)CC4)cn3)CC2)cc1";"EC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"13.34";"0.24";"2.52";"7.79";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"110.0"
"CHEMBL5194054";"";"None";"553.64";"1";"4.22";"31";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(F)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.71";"0.29";"4.48";"8.18";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"2.0"
"CHEMBL4167177";"";"None";"449.89";"0";"3.85";"MK-8722";"O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2Oc1nc2nc(-c3ccc(-c4ccccc4)cc3)c(Cl)cc2[nH]1";"EC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.00";"0.38";"5.15";"10.06";"0";"CHEMBL4350306";"Activation of recombinant human AMPK expressed in Sf9 cells using SAMS peptide as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4346753";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3308860";"";"";"";"1.0"
"CHEMBL4636831";"";"None";"633.64";"2";"6.03";"172";"O=C(Nc1ccc(C(=O)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1";"EC50";"'='";"7.9";"nM";"8.10";"";"";"UO_0000065";"12.79";"0.25";"2.07";"13.70";"1";"CHEMBL5121403";"Activation of AMPK (unknown origin)";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5120754";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"";"ACTIVATOR";"";"0.0079"
"CHEMBL3946228";"";"None";"285.27";"0";"3.16";"BDBM237926";"O=C(O)c1c[nH]c2cc(F)c(-c3ccc(CO)cc3)cc12";"EC50";"'='";"671.3";"nM";"6.17";"";"415025";"UO_0000065";"21.64";"0.40";"3.01";"8.42";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"671.3"
"CHEMBL3904292";"";"None";"340.81";"0";"4.26";"BDBM237936";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCNC4)cc3)cc12";"EC50";"'='";"125.8";"nM";"6.90";"";"415037";"UO_0000065";"20.25";"0.39";"2.64";"10.60";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"125.8"
"CHEMBL3931764";"";"None";"333.29";"0";"3.18";"BDBM237943";"O=C(O)c1c[nH]c2cc(F)c(-c3ccc(OCCO)cc3)c(F)c12";"EC50";"'='";"252.3";"nM";"6.60";"";"415044";"UO_0000065";"19.80";"0.38";"3.42";"7.99";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"252.3"
"CHEMBL3945400";"";"None";"347.32";"0";"3.57";"BDBM237947";"O=C(O)c1c[nH]c2cc(F)c(-c3ccc(OCCCO)cc3)c(F)c12";"EC50";"'='";"1077.0";"nM";"5.97";"";"415048";"UO_0000065";"17.18";"0.33";"2.40";"7.23";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"1077.0"
"CHEMBL4649832";"";"None";"565.64";"2";"5.01";"6d";"O=C(Nc1ccc(C(=O)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1)N1CCN(Cc2ccccc2)CC1";"EC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"13.38";"0.25";"2.56";"12.80";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.027"
"CHEMBL4645351";"";"None";"595.67";"2";"5.02";"6c";"COc1ccc(CN2CCN(C(=O)Nc3ccc(C(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)CC2)cc1";"EC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"13.98";"0.26";"3.31";"12.18";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.0047"
"CHEMBL4636365";"";"None";"682.62";"2";"5.41";"8";"COc1ccc(CN2CCCN(C(=O)Nc3ccc(C(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)CC2)cc1.Cl.Cl";"EC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"12.03";"0.23";"1.93";"10.73";"0";"CHEMBL4627834";"Activation of AMPK in human MDA-MB-435 cells measured after 2 hrs by anti-phospho-Acetyl-CoA Carboxylase (Ser79) antibody-based ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDA-MB-435";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4627268";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"CHEMBL3307686";"";"";"";"0.046"
"CHEMBL5206345";"";"None";"590.68";"1";"2.63";"15";"N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"393.0";"nM";"6.41";"";"";"UO_0000065";"10.84";"0.21";"3.78";"5.06";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"393.0"
"CHEMBL5205646";"";"None";"624.66";"2";"5.12";"44";"COc1ccc(C(=O)C2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(OC(F)(F)F)cc5)CC4)cn3)CC2)cc1";"EC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"12.88";"0.24";"2.93";"7.96";"0";"CHEMBL5110776";"Activation of AMPK in human HepG2 cells assessed as increase in ACC phosphorylation at Ser79 incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5108030";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"9.0"
"CHEMBL1688230";"";"None";"593.75";"0";"0.44";"2";"C1CCC(NC2CCCCC2)CC1.C1CCC(NC2CCCCC2)CC1.O=P(O)(O)c1ccc(-c2cc(O)on2)o1";"EC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"35.49";"0.75";"7.76";"7.01";"0";"CHEMBL1696444";"Activation of human AMPK after 15 mins";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1687696";"1";"Scientific Literature";"ACS Med Chem Lett";"2010";"None";"";"";"";"6.3"
"CHEMBL3970868";"";"None";"355.82";"1";"5.43";"BDBM238084";"O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4CCCCO4)cc3)cc12";"EC50";"'='";"14.21";"nM";"7.85";"";"415192";"UO_0000065";"22.05";"0.43";"2.42";"12.59";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"14.21"
"CHEMBL3946104";"";"None";"300.29";"0";"3.38";"BDBM238012";"COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2C)c(F)c1";"EC50";"'='";"1045.0";"nM";"5.98";"";"415113";"UO_0000065";"19.92";"0.37";"2.60";"7.95";"0";"CHEMBL3888750";"33P-Based Assay: The biochemical EC50 (half-maximal concentration required for full activation) of compounds for the activation of AMPK was evaluated by 33P-based assay using SAMS peptide (commercially available) derived from ACC-1. Twenty Î¼l of phosphorylated AMPK diluted in assay buffer, (50 mM HEPES, 1 mM EGTA, 10 mM MgCl2, 0.25 mM DTT, 0.01% Tween-20, 0.01% BSA (pH 7.5)) was added to 384 well plates containing 1 μL of test compound. Following a fifteen minute room temperature incubation, 10 Î¼L of protein phosphatase PP2A was added to the plate to dephosphorylate pThr172 of AMPK. After incubation for 90 minutes, 10 μL of substrate mixture containing 41 nM okadaic acid, 82 μM SAMS peptide, 82 μM ATP and tracer amounts (6.8 nM) of 33P-containing ATP was added to the plate. The reaction was terminated after 60 minutes incubation at room temperature by the addition of 15 μL of 2% H3PO4. Subsequently, 45 μl of reaction mix was transferred to 384 well Millipore MZPH filter plates (MZPHNO50) pre-treated with 25 μL of 2% H3PO4 and the plates were washed three times with assay buffer. 20 μL of Ready Safe scintillation fluid was added to dried plates followed by detection on the Trilux detector.";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2096907";"AMP-activated protein kinase, AMPK";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL3886819";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"1045.0"
